MOLECULE_CHEMBL_ID	MOLECULE_NAME	MOLECULE_TYPE	FIRST_APPROVAL	ATC_CODE	ATC_CODE_DESCRIPTION	USAN_STEM	MECHANISM_OF_ACTION	MECHANISM_COMMENT	SELECTIVITY_COMMENT	TARGET_CHEMBL_ID	TARGET_NAME	ACTION_TYPE	ORGANISM	TARGET_TYPE	SITE_NAME	BINDING_SITE_COMMENT	MECHANISM_REFS	CANONICAL_SMILES
CHEMBL190	Theophylline	Small molecule	1940	R03DA54; R03DA05; R03DA55; R03DA74; R03DA04; R03DA02; R03DA10	R03DA54 [Respiratory System:Drugs For Obstructive Airway Diseases:Other Systemic Drugs For Obstructive Airway Diseases:Xanthines]; R03DA05 [Respiratory System:Drugs For Obstructive Airway Diseases:Other Systemic Drugs For Obstructive Airway Diseases:Xanthines]; R03DA55 [Respiratory System:Drugs For Obstructive Airway Diseases:Other Systemic Drugs For Obstructive Airway Diseases:Xanthines]; R03DA74 [Respiratory System:Drugs For Obstructive Airway Diseases:Other Systemic Drugs For Obstructive Airway Diseases:Xanthines]; R03DA04 [Respiratory System:Drugs For Obstructive Airway Diseases:Other Systemic Drugs For Obstructive Airway Diseases:Xanthines]; R03DA02 [Respiratory System:Drugs For Obstructive Airway Diseases:Other Systemic Drugs For Obstructive Airway Diseases:Xanthines]; R03DA10 [Respiratory System:Drugs For Obstructive Airway Diseases:Other Systemic Drugs For Obstructive Airway Diseases:Xanthines]		Phosphodiesterase 3 inhibitor			CHEMBL2094125	Phosphodiesterase 3	INHIBITOR	Homo sapiens	PROTEIN FAMILY			Name:DailyMed, SrcID:setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8	CN1C(=O)N(C)c2nc[nH]c2C1=O
CHEMBL395429	Oxytocin	Protein	1980	H01BB02	H01BB02 [Systemic Hormonal Preparations, Excl. :Pituitary And Hypothalamic Hormones And Analogues:Posterior Pituitary Lobe Hormones:Oxytocin and analogues]	-tocin	Oxytocin receptor agonist			CHEMBL2049	Oxytocin receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=fa4fb554-cb54-4c44-9955-1c382a2daa90#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fa4fb554-cb54-4c44-9955-1c382a2daa90#nlm34090-1|Name:ISBN, SrcID:0443-059748 PP. 450, URL:http://www.isbnsearch.org/isbn/0443059748	CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](N)CSSC[C@H](NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CCC(=O)N)NC1=O)C(=O)N3CCC[C@H]3C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N
CHEMBL1463	Flucytosine	Small molecule	1971	J02AX01; D01AE21	J02AX01 [Antiinfectives For Systemic Use:Antimycotics For Systemic Use:Antimycotics For Systemic Use:Other antimycotics for systemic use]; D01AE21 [Dermatologicals:Antifungals For Dermatological Use:Antifungals For Topical Use:Other antifungals for topical use]		Thymidylate synthase inhibitor			CHEMBL2364680	Thymidylate synthase	INHIBITOR	Candida albicans	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=820e2477-e247-4349-86fc-144c4a6a289c, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=820e2477-e247-4349-86fc-144c4a6a289c	NC1=C(F)C=NC(=O)N1
CHEMBL240624	Preladenant	Small molecule				-denant	Adenosine A2a receptor antagonist	Discontinued no more effective than placebo.		CHEMBL251	Adenosine A2a receptor	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:17236762, URL:http://europepmc.org/abstract/MED/17236762|Name:PubMed, SrcID:19332567, URL:http://europepmc.org/abstract/MED/19332567	COCCOc1ccc(cc1)N2CCN(CCn3ncc4c3nc(N)n5nc(nc45)c6occc6)CC2
CHEMBL1495	Oxyphencyclimine	Small molecule	1982	A03AA01	A03AA01 [Alimentary Tract And Metabolism:Drugs For Functional Gastrointestinal Disorders:Drugs For Functional Gastrointestinal Disorders:Synthetic anticholinergics, esters with tertiary amino group]		Muscarinic acetylcholine receptor M1 antagonist	Role in regulating gastric secretion, M1 likely involved		CHEMBL216	Muscarinic acetylcholine receptor M1	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:ISBN, SrcID:9780702034718 PP. 153, URL:http://www.isbnsearch.org/isbn/9780702034718|Name:PubMed, SrcID:14168823, URL:http://europepmc.org/abstract/MED/14168823|Name:PubMed, SrcID:14492109, URL:http://europepmc.org/abstract/MED/14492109	CN1CCCN=C1COC(=O)C(O)(C2CCCCC2)c3ccccc3
CHEMBL1501	Fluocinonide	Small molecule	1971	D07AC08; C05AA11	D07AC08 [Dermatologicals:Corticosteroids, Dermatological Preparations:Corticosteroids, Plain:Corticosteroids, potent (group III)]; C05AA11 [Cardiovascular System:Vasoprotectives:Agents For Treatment Of Hemorrhoids And Anal :Corticosteroids]	-onide	Glucocorticoid receptor agonist			CHEMBL2034	Glucocorticoid receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:20439738, URL:http://europepmc.org/abstract/MED/20439738	CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]23C
CHEMBL398707	Hydromorphone	Small molecule	1984	N02AA03	N02AA03 [Nervous System:Analgesics:Opioids:Natural opium alkaloids]		Mu opioid receptor agonist			CHEMBL233	Mu opioid receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=c88f81ac-1643-4c08-ae2c-63cbe956db7e#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=c88f81ac-1643-4c08-ae2c-63cbe956db7e#nlm34090-1	CN1CC[C@@]23[C@H]4CCC(=O)[C@@H]2Oc5c(O)ccc(C[C@@H]14)c35
CHEMBL1517	Oxytetracycline	Small molecule	1964	J01AA06; G01AA07; D06AA03; J01AA56; S01AA04	J01AA06 [Antiinfectives For Systemic Use:Antibacterials For Systemic Use:Tetracyclines:Tetracyclines]; G01AA07 [Genito Urinary System And Sex Hormones:Gynecological Antiinfectives And Antiseptics:Antiinfectives And Antiseptics, Excl. Combinations:Antibiotics]; D06AA03 [Dermatologicals:Antibiotics And Chemotherapeutics For Dermatological Use:Antibiotics For Topical Use:Tetracycline and derivatives]; J01AA56 [Antiinfectives For Systemic Use:Antibacterials For Systemic Use:Tetracyclines:Tetracyclines]; S01AA04 [Sensory Organs:Ophthalmologicals:Antiinfectives:Antibiotics]	-cycline	Bacterial 70S ribosome inhibitor			CHEMBL2363135	Bacterial 70S ribosome	INHIBITOR	Bacteria	PROTEIN NUCLEIC-ACID COMPLEX	16S ribosomal RNA	16s RRNA	Name:KEGG, SrcID:D01596, URL:http://www.kegg.jp/dbget-bin/www_bget?dr:D01596	CN(C)[C@H]1[C@@H]2[C@@H](O)[C@H]3C(=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)N)C(=O)c4c(O)cccc4[C@@]3(C)O
CHEMBL1518	Propylthiouracil	Small molecule	1947	H03BA02	H03BA02 [Systemic Hormonal Preparations, Excl. :Thyroid Therapy:Antithyroid Preparations:Thiouracils]	-uracil	Type I iodothyronine deiodinase (Type-I 5&apos;deiodinase) (DIOI) (Type 1 DI) (5DI)  inhibitor			CHEMBL2019	Type I iodothyronine deiodinase (Type-I 5'-deiodinase) (DIOI) (Type 1 DI) (5DI) 	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:8641212, URL:http://europepmc.org/abstract/MED/8641212	CCCC1=CC(=O)NC(=S)N1
CHEMBL1522	Eszopiclone	Small molecule	2004	N05CF04	N05CF04 [Nervous System:Psycholeptics:Hypnotics And Sedatives:Benzodiazepine related drugs]	-clone	GABA-A receptor; anion channel positive allosteric modulator			CHEMBL2093872	GABA-A receptor; anion channel	POSITIVE ALLOSTERIC MODULATOR	Homo sapiens	PROTEIN COMPLEX GROUP	Benzodiazepine binding site	Benzodiazepine site	Name:FDA, SrcID:label/2012/021476s024s026lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/021476s024s026lbl.pdf|Name:PubMed, SrcID:18973287, URL:http://europepmc.org/abstract/MED/18973287	CN1CCN(CC1)C(=O)O[C@@H]2N(C(=O)c3nccnc23)c4ccc(Cl)cn4
CHEMBL1535	Hydroxychloroquine	Small molecule	1955	P01BA02	P01BA02 [Antiparasitic Products, Insecticides And Repellents:Antiprotozoals:Antimalarials:Aminoquinolines]		Ferriprotoporphyrin IX inhibitor	inhibits polymerisation		CHEMBL613897	Ferriprotoporphyrin IX	INHIBITOR	Plasmodium falciparum	SMALL MOLECULE			Name:PubMed, SrcID:14967191, URL:http://europepmc.org/abstract/MED/14967191	CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12
CHEMBL412262	Ibipinabant	Small molecule				-nab-	Cannabinoid CB1 receptor antagonist	Ph 2 study terminated and Ph2/3 study withdrawn, development Discontinuedbecause of potential serious side effects linked to targetting of CNR1 (http://en.wikipedia.org/wiki/Ibipinabant).		CHEMBL218	Cannabinoid CB1 receptor	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:14736243, URL:http://europepmc.org/abstract/MED/14736243	CN\C(=N/S(=O)(=O)c1ccc(Cl)cc1)\N2C[C@@H](C(=N2)c3ccc(Cl)cc3)c4ccccc4
CHEMBL258805	Indirubin Sulfate	Small molecule					Cyclin-dependent kinase 2 inhibitor	Also potent against CDK1 and CDK4		CHEMBL301	Cyclin-dependent kinase 2	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:11507069, URL:http://europepmc.org/abstract/MED/11507069	COc1ccc2NC(=O)\C(=C/c3cnc[nH]3)\c2c1
CHEMBL1538	Tenofovir Disoproxil	Small molecule	2001	J05AF07	J05AF07 [Antiinfectives For Systemic Use:Antivirals For Systemic Use:Direct Acting Antivirals:Nucleoside and nucleotide reverse transcriptase inhibitors]	-vir	Human immunodeficiency virus type 1 reverse transcriptase inhibitor			CHEMBL247	Human immunodeficiency virus type 1 reverse transcriptase	INHIBITOR	Human immunodeficiency virus 1	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=33fd6418-fbdc-42ca-a50d-ce2a476a5418, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=33fd6418-fbdc-42ca-a50d-ce2a476a5418	CC(C)OC(=O)OCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc12)OCOC(=O)OC(C)C
CHEMBL1542	Azathioprine	Small molecule	1968	L04AX01	L04AX01 [Antineoplastic And Immunomodulating Agents:Immunosuppressants:Immunosuppressants:Other immunosuppressants]		DNA inhibitor	Prodrug enzyme: hypoxanthine-guanine phosphoribosyl transferase (HGPRT; EC 2.4.2.8)		CHEMBL2311221	DNA	INHIBITOR	Homo sapiens	NUCLEIC-ACID			Name:PubMed, SrcID:18506437, URL:http://europepmc.org/abstract/MED/18506437	Cn1cnc(c1Sc2ncnc3nc[nH]c23)[N+](=O)[O-]
CHEMBL272621	Hyodeoxycholic_Acid	Small molecule					LXR-alpha agonist			CHEMBL2808	LXR-alpha	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:, SrcID:, URL:	C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C[C@H](O)[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
CHEMBL1551	Ursodiol	Small molecule	1987	A05AA02	A05AA02 [Alimentary Tract And Metabolism:Bile And Liver Therapy:Bile Therapy:Bile acid preparations]		Bile acid receptor FXR agonist			CHEMBL2047	Bile acid receptor FXR	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:22223860, URL:http://europepmc.org/abstract/MED/22223860|Name:PubMed, SrcID:22414767, URL:http://europepmc.org/abstract/MED/22414767|Name:PubMed, SrcID:23064163, URL:http://europepmc.org/abstract/MED/23064163	C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
CHEMBL517712	Atropine	Small molecule	1960	S01FA01; A03BA01	S01FA01 [Sensory Organs:Ophthalmologicals:Mydriatics And Cycloplegics:Anticholinergics]; A03BA01 [Alimentary Tract And Metabolism:Drugs For Functional Gastrointestinal Disorders:Belladonna And Derivatives, Plain:Belladonna alkaloids, tertiary amines]	-trop-	Muscarinic acetylcholine receptor M3 antagonist	Indicated for mydriasis and regulating gastric secretion, M3 likely involved (main form in iris)		CHEMBL245	Muscarinic acetylcholine receptor M3	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:FDA, SrcID:label/2004/17106s032lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2004/17106s032lbl.pdf|Name:ISBN, SrcID:9780702034718 PP. 159, URL:http://www.isbnsearch.org/isbn/9780702034718	CN1[C@@H]2CC[C@H]1C[C@H](C2)OC(=O)C(CO)c3ccccc3
CHEMBL1587	Polythiazide	Small molecule	1961	C03AA05	C03AA05 [Cardiovascular System:Diuretics:Low-Ceiling Diuretics, Thiazides:Thiazides, plain]	-thiazide	Thiazide-sensitive sodium-chloride cotransporter inhibitor			CHEMBL1876	Thiazide-sensitive sodium-chloride cotransporter	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:DOI, SrcID:10.1056/NEJMra0907219, URL:http://www.nejm.org/doi/full/10.1056/NEJMra0907219|Name:DailyMed, SrcID:setid=b503fa5e-5726-426d-867c-e8fe59ed3ead, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=b503fa5e-5726-426d-867c-e8fe59ed3ead	CN1C(CSCC(F)(F)F)Nc2cc(Cl)c(cc2S1(=O)=O)S(=O)(=O)N
CHEMBL487253	Bendamustine	Small molecule	2008	L01AA09	L01AA09 [Antineoplastic And Immunomodulating Agents:Antineoplastic Agents:Alkylating Agents:Nitrogen mustard analogues]	-mustine	DNA inhibitor			CHEMBL2311221	DNA	INHIBITOR	Homo sapiens	NUCLEIC-ACID			Name:FDA, SrcID:label/2012/022249s012lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/022249s012lbl.pdf	Cn1c(CCCC(=O)O)nc2cc(ccc12)N(CCCl)CCCl
CHEMBL1595	Dihydrocodeine	Small molecule	1983	N02AA58; N02AA08	N02AA58 [Nervous System:Analgesics:Opioids:Natural opium alkaloids]; N02AA08 [Nervous System:Analgesics:Opioids:Natural opium alkaloids]		Mu opioid receptor agonist			CHEMBL233	Mu opioid receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:11762966, URL:http://europepmc.org/abstract/MED/11762966	COc1ccc2C[C@@H]3[C@@H]4CC[C@H](O)[C@@H]5Oc1c2[C@]45CCN3C
CHEMBL462605	Tiprolisant	Small molecule		N07XX11	N07XX11 [Nervous System:Other Nervous System Drugs:Other Nervous System Drugs:Other nervous system drugs]		Histamine H3 receptor inverse agonist			CHEMBL264	Histamine H3 receptor	INVERSE AGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:17005916, URL:http://europepmc.org/abstract/MED/17005916|Name:PubMed, SrcID:21615387, URL:http://europepmc.org/abstract/MED/21615387	Clc1ccc(CCCOCCCN2CCCCC2)cc1
CHEMBL1597	Dimercaprol	Small molecule	1946	V03AB09	V03AB09 [Various:All Other Therapeutic Products:All Other Therapeutic Products:Antidotes]		Heavy metals chelating agent	gold/arsenic/mercury		CHEMBL2363053	Heavy metals	CHELATING AGENT		METAL			Name:DailyMed, SrcID:setid=bee9a137-160f-47e8-a551-ca461ae4f51e#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=bee9a137-160f-47e8-a551-ca461ae4f51e#nlm34090-1	OCC(S)CS
CHEMBL1605	Ceftibuten	Small molecule	1995	J01DD14	J01DD14 [Antiinfectives For Systemic Use:Antibacterials For Systemic Use:Other Beta-Lactam Antibacterials:Third-generation cephalosporins]	cef-	Bacterial penicillin-binding protein inhibitor			CHEMBL2354204	Bacterial penicillin-binding protein	INHIBITOR	Bacteria	PROTEIN FAMILY			Name:PubMed, SrcID:2120175, URL:http://europepmc.org/abstract/MED/2120175	Nc1nc(cs1)\C(=C\CC(=O)O)\C(=O)N[C@H]2[C@H]3SCC=C(N3C2=O)C(=O)O
CHEMBL491473	Cediranib	Small molecule		L01XE32	L01XE32 [Antineoplastic And Immunomodulating Agents:Antineoplastic Agents:Other Antineoplastic Agents:Protein kinase inhibitors]	-anib	Vascular endothelial growth factor receptor inhibitor			CHEMBL2095227	Vascular endothelial growth factor receptor	INHIBITOR	Homo sapiens	PROTEIN FAMILY			Name:, SrcID:, URL:	COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN5CCCC5
CHEMBL491571	Doripenem	Small molecule	2007	J01DH04	J01DH04 [Antiinfectives For Systemic Use:Antibacterials For Systemic Use:Other Beta-Lactam Antibacterials:Carbapenems]	-penem	Bacterial penicillin-binding protein inhibitor			CHEMBL2354204	Bacterial penicillin-binding protein	INHIBITOR	Bacteria	PROTEIN FAMILY			Name:FDA, SrcID:label/2015/022106s015lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/022106s015lbl.pdf	C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(=C(N2C1=O)C(=O)O)S[C@@H]3CN[C@H](CNS(=O)(=O)N)C3
CHEMBL522987	Vestipitant	Small molecule				-tant	Neurokinin 1 receptor antagonist			CHEMBL249	Neurokinin 1 receptor	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:18657401, URL:http://europepmc.org/abstract/MED/18657401	C[C@@H](N(C)C(=O)N1CCNC[C@@H]1c2ccc(F)cc2C)c3cc(cc(c3)C(F)(F)F)C(F)(F)F
CHEMBL1619	Cladribine	Small molecule	1993	L01BB04	L01BB04 [Antineoplastic And Immunomodulating Agents:Antineoplastic Agents:Antimetabolites:Purine analogues]	-ribine	DNA inhibitor	Activated by the deoxycytidine kinase to a toxic compound, which then gets incorporated into DNA		CHEMBL2311221	DNA	INHIBITOR	Homo sapiens	NUCLEIC-ACID			Name:DailyMed, SrcID:setid=a2592a9b-bca6-4a5a-89c2-855a0634d5fe, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a2592a9b-bca6-4a5a-89c2-855a0634d5fe	Nc1nc(Cl)nc2c1ncn2[C@H]3C[C@H](O)[C@@H](CO)O3
CHEMBL494089	Gsk-690693	Small molecule					Protein kinase C (PKC) inhibitor			CHEMBL2093867	Protein kinase C (PKC)	INHIBITOR	Homo sapiens	PROTEIN FAMILY			Name:, SrcID:, URL:	CCn1c(nc2c(ncc(OC[C@H]3CCCNC3)c12)C#CC(C)(C)O)c4nonc4N
CHEMBL524004	Mepenzolate	Small molecule	1956	A03AB12	A03AB12 [Alimentary Tract And Metabolism:Drugs For Functional Gastrointestinal Disorders:Drugs For Functional Gastrointestinal Disorders:Synthetic anticholinergics, quaternary ammonium compounds]		Muscarinic acetylcholine receptor M1 antagonist	Role in regulating gastric secretion, M1 likely involved		CHEMBL216	Muscarinic acetylcholine receptor M1	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:ISBN, SrcID:9780702034718 PP. 153, URL:http://www.isbnsearch.org/isbn/9780702034718|Name:PubMed, SrcID:6345649, URL:http://europepmc.org/abstract/MED/6345649|Name:PubMed, SrcID:7122991, URL:http://europepmc.org/abstract/MED/7122991	C[N+]1(C)CCCC(C1)OC(=O)C(O)(c2ccccc2)c3ccccc3
CHEMBL1623	Meclizine	Small molecule	1957	R06AE05; R06AE55	R06AE05 [Respiratory System:Antihistamines For Systemic Use:Antihistamines For Systemic Use:Piperazine derivatives]; R06AE55 [Respiratory System:Antihistamines For Systemic Use:Antihistamines For Systemic Use:Piperazine derivatives]		Histamine H1 receptor antagonist			CHEMBL231	Histamine H1 receptor	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=305a537b-db97-4c5b-824a-0b97dd4c6dc0, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=305a537b-db97-4c5b-824a-0b97dd4c6dc0|Name:PubMed, SrcID:7513381, URL:http://europepmc.org/abstract/MED/7513381	Cc1cccc(CN2CCN(CC2)C(c3ccccc3)c4ccc(Cl)cc4)c1
CHEMBL1643	Ribavirin	Small molecule	1985	J05AB04	J05AB04 [Antiinfectives For Systemic Use:Antivirals For Systemic Use:Direct Acting Antivirals:Nucleosides and nucleotides excl. reverse transcriptase inhibitors]	-vir-	Inosine-5'-monophosphate dehydrogenase 1 inhibitor			CHEMBL1822	Inosine-5'-monophosphate dehydrogenase 1	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:16107837, URL:http://europepmc.org/abstract/MED/16107837	NC(=O)c1ncn(n1)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O
CHEMBL493982	Vorapaxar	Small molecule	2014	B01AC26	B01AC26 [Blood And Blood Forming Organs:Antithrombotic Agents:Antithrombotic Agents:Platelet aggregation inhibitors excl. heparin]	-paxar	Proteinase-activated receptor 1 antagonist			CHEMBL3974	Proteinase-activated receptor 1	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:FDA, SrcID:label/2014/204886s000lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/204886s000lbl.pdf	CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@@H]3[C@@H]([C@@H](C)OC3=O)[C@H]2\C=C\c4ccc(cn4)c5cccc(F)c5
CHEMBL477772	Pazopanib	Small molecule	2009	L01XE11	L01XE11 [Antineoplastic And Immunomodulating Agents:Antineoplastic Agents:Other Antineoplastic Agents:Protein kinase inhibitors]	-anib	Macrophage colony stimulating factor  receptor  inhibitor			CHEMBL1844	Macrophage colony stimulating factor  receptor 	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=f5b7b3a4-c3a4-4722-8ca5-8f6a5c622553#section-14, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=f5b7b3a4-c3a4-4722-8ca5-8f6a5c622553#section-14	CN(c1ccc2c(C)n(C)nc2c1)c3ccnc(Nc4ccc(C)c(c4)S(=O)(=O)N)n3
CHEMBL1655	Toremifene	Small molecule	1997	L02BA02	L02BA02 [Antineoplastic And Immunomodulating Agents:Endocrine Therapy:Hormone Antagonists And Related Agents:Anti-estrogens]	-ifen(e)	Estrogen receptor modulator	Mixed agonist/antagonist		CHEMBL2093866	Estrogen receptor	MODULATOR	Homo sapiens	PROTEIN FAMILY			Name:DailyMed, SrcID:setid=a6ff9761-7442-4bff-9e50-858c03e27fd0#section-14, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a6ff9761-7442-4bff-9e50-858c03e27fd0#section-14	CN(C)CCOc1ccc(cc1)\C(=C(\CCCl)/c2ccccc2)\c3ccccc3
CHEMBL1668	Rescinnamine	Small molecule	1956	C02AA01	C02AA01 [Cardiovascular System:Antihypertensives:Antiadrenergic Agents, Centrally Acting:Rauwolfia alkaloids]		Synaptic vesicular amine transporter inhibitor			CHEMBL1893	Synaptic vesicular amine transporter	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:13699407, URL:http://europepmc.org/abstract/MED/13699407	CO[C@H]1[C@@H](C[C@@H]2CN3CCc4c([nH]c5cc(OC)ccc45)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)\C=C\c6cc(OC)c(OC)c(OC)c6
CHEMBL1670	Mitotane	Small molecule	1970	L01XX23	L01XX23 [Antineoplastic And Immunomodulating Agents:Antineoplastic Agents:Other Antineoplastic Agents:Other antineoplastic agents]		Cytochrome P450 11A1 inhibitor			CHEMBL2033	Cytochrome P450 11A1	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:19667279, URL:http://europepmc.org/abstract/MED/19667279	ClC(Cl)C(c1ccc(Cl)cc1)c2ccccc2Cl
CHEMBL457748	Mb07811	Small molecule					Thyroid hormone receptor beta-1 agonist	Ph2 study withdrawn. Prodrug of MB07344.		CHEMBL1947	Thyroid hormone receptor beta-1	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:23776891, URL:http://europepmc.org/abstract/MED/23776891	CC(C)c1cc(Cc2c(C)cc(OC[P@@]3(=O)OCC[C@H](O3)c4cccc(Cl)c4)cc2C)ccc1O
CHEMBL514270	Emicerfont	Small molecule				-cerfont	Corticotropin releasing factor receptor 1 antagonist			CHEMBL1800	Corticotropin releasing factor receptor 1	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:18989952, URL:http://europepmc.org/abstract/MED/18989952	COc1ccc(N2CCc3c2nc(C)cc3n4ccc(n4)N5CCNC5=O)c(C)c1
CHEMBL483158	Alisertib	Small molecule				-sertib	Serine/threonine-protein kinase Aurora-A inhibitor			CHEMBL4722	Serine/threonine-protein kinase Aurora-A	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:22016509, URL:http://europepmc.org/abstract/MED/22016509	COc1cccc(F)c1C2=NCc3cnc(Nc4ccc(C(=O)O)c(OC)c4)nc3c5ccc(Cl)cc25
CHEMBL482968	Enmd-2076	Small molecule					Serine/threonine-protein kinase Aurora-A inhibitor	Tartrate salt of ENMD-981693		CHEMBL4722	Serine/threonine-protein kinase Aurora-A	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:Other, SrcID:www.casipharmaceuticals.com/files/enmd_corporate_april_2008.pdf, URL:www.casipharmaceuticals.com/files/enmd_corporate_april_2008.pdf|Name:PubMed, SrcID:21177375, URL:http://europepmc.org/abstract/MED/21177375|Name:PubMed, SrcID:22397360, URL:http://europepmc.org/abstract/MED/22397360	CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2
CHEMBL1729	Cisapride	Small molecule	1993	A03FA02	A03FA02 [Alimentary Tract And Metabolism:Drugs For Functional Gastrointestinal Disorders:Propulsives:Propulsives]	-pride	Serotonin 4 (5-HT4) receptor agonist			CHEMBL1875	Serotonin 4 (5-HT4) receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:archiveid=13266, URL:http://dailymed.nlm.nih.gov/dailymed/archives/fdaDrugInfo.cfm?archiveid=13266	COC1CN(CCCOc2ccc(F)cc2)CCC1NC(=O)c3cc(Cl)c(N)cc3OC
CHEMBL1731	Mezlocillin	Small molecule	1981	J01CA10	J01CA10 [Antiinfectives For Systemic Use:Antibacterials For Systemic Use:Beta-Lactam Antibacterials, Penicillins:Penicillins with extended spectrum]	-cillin	Bacterial penicillin-binding protein inhibitor			CHEMBL2354204	Bacterial penicillin-binding protein	INHIBITOR	Bacteria	PROTEIN FAMILY			Name:PubMed, SrcID:2683579, URL:http://europepmc.org/abstract/MED/2683579|Name:PubMed, SrcID:6220263, URL:http://europepmc.org/abstract/MED/6220263	CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCN(C3=O)S(=O)(=O)C)c4ccccc4)C(=O)N2[C@H]1C(=O)O
